,relevance_r,relevance_g,relevance_b,group,r_0,g_0,b_0,r_1,g_1,b_1,r_2,g_2,b_2,r_3,g_3,b_3,r_4,g_4,b_4,r_5,g_5,b_5,r_6,g_6,b_6,r_7,g_7,b_7,r_8,g_8,b_8,r_9,g_9,b_9
46791,0,0,0,1,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46792,0,0,0,2,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46793,3,3,5,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46794,3,5,3,4,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46795,5,3,3,5,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46796,0,0,0,6,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46797,0,0,0,7,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46798,0,0,0,8,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46799,0,0,0,9,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9,1,3,6
46800,0,0,0,0,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46801,5,3,3,1,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46802,0,0,0,2,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46803,0,0,0,3,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46804,0,0,0,4,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46805,0,0,0,5,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46806,0,0,0,6,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46807,0,0,0,7,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46808,3,5,5,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46809,0,0,0,9,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4,9,7,9
46810,0,0,0,0,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46811,3,5,3,1,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46812,0,0,0,2,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46813,0,0,0,3,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46814,5,3,3,4,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46815,0,0,0,5,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46816,0,0,0,6,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46817,0,0,0,7,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46818,0,0,0,8,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46819,3,3,5,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2,1,1,4
46820,3,3,5,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46821,0,0,0,1,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46822,5,3,3,2,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46823,0,0,0,3,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46824,0,0,0,4,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46825,0,0,0,5,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46826,0,0,0,6,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46827,0,0,0,7,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46828,3,5,3,8,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46829,0,0,0,9,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0,2,3,2
46830,0,0,0,0,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46831,0,0,0,1,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46832,0,0,0,2,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46833,3,5,3,3,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46834,0,0,0,4,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46835,0,0,0,5,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46836,5,3,3,6,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46837,3,3,5,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46838,0,0,0,8,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46839,0,0,0,9,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1,3,0,0
46840,3,5,3,0,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46841,0,0,0,1,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46842,0,0,0,2,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46843,0,0,0,3,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46844,5,3,3,4,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46845,0,0,0,5,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46846,3,3,5,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46847,0,0,0,7,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46848,0,0,0,8,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46849,0,0,0,9,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3,7,9,1
46850,3,3,5,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46851,0,0,0,1,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46852,0,0,0,2,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46853,0,0,0,3,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46854,5,3,3,4,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46855,0,0,0,5,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46856,0,0,0,6,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46857,0,0,0,7,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46858,0,0,0,8,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46859,3,5,3,9,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1,7,2,3
46860,0,0,0,0,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46861,3,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46862,0,0,0,2,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46863,5,3,3,3,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46864,0,0,0,4,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46865,3,5,3,5,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46866,0,0,0,6,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46867,0,0,0,7,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46868,0,0,0,8,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46869,0,0,0,9,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6,7,7,1
46870,5,3,5,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46871,0,0,0,1,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46872,0,0,0,2,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46873,3,5,3,3,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46874,0,0,0,4,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46875,0,0,0,5,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46876,0,0,0,6,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46877,0,0,0,7,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46878,0,0,0,8,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46879,0,0,0,9,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5,8,5,6
46880,0,0,0,0,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46881,3,5,3,1,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46882,0,0,0,2,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46883,3,3,5,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46884,0,0,0,4,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46885,0,0,0,5,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46886,0,0,0,6,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46887,0,0,0,7,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46888,0,0,0,8,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46889,5,3,3,9,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3,1,0,5
46890,3,3,5,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46891,0,0,0,1,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46892,0,0,0,2,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46893,3,5,3,3,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46894,5,3,3,4,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46895,0,0,0,5,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46896,0,0,0,6,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46897,0,0,0,7,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46898,0,0,0,8,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46899,0,0,0,9,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8,5,4,3
46900,0,0,0,0,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46901,0,0,0,1,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46902,3,3,5,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46903,0,0,0,3,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46904,0,0,0,4,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46905,0,0,0,5,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46906,0,0,0,6,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46907,5,3,3,7,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46908,3,5,3,8,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46909,0,0,0,9,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9,1,8,8
46910,3,5,3,0,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46911,0,0,0,1,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46912,0,0,0,2,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46913,0,0,0,3,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46914,3,3,5,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46915,0,0,0,5,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46916,0,0,0,6,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46917,0,0,0,7,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46918,5,3,3,8,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46919,0,0,0,9,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0,4,1,9
46920,0,0,0,0,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46921,0,0,0,1,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46922,3,3,5,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46923,0,0,0,3,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46924,5,5,3,4,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46925,0,0,0,5,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46926,0,0,0,6,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46927,0,0,0,7,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46928,0,0,0,8,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46929,0,0,0,9,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7,2,8,0
46930,3,5,3,0,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46931,0,0,0,1,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46932,0,0,0,2,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46933,0,0,0,3,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46934,0,0,0,4,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46935,3,3,5,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46936,0,0,0,6,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46937,0,0,0,7,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46938,0,0,0,8,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46939,5,3,3,9,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6,6,3,7
46940,3,5,3,0,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46941,0,0,0,1,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46942,0,0,0,2,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46943,0,0,0,3,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46944,0,0,0,4,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46945,3,3,5,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46946,0,0,0,6,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46947,5,3,3,7,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46948,0,0,0,8,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46949,0,0,0,9,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0,4,0,6
46950,0,0,0,0,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46951,0,0,0,1,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46952,0,0,0,2,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46953,0,0,0,3,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46954,0,0,0,4,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46955,3,3,5,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46956,0,0,0,6,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46957,5,5,3,7,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46958,0,0,0,8,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46959,0,0,0,9,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1,4,9,0
46960,0,0,0,0,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46961,0,0,0,1,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46962,0,0,0,2,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46963,0,0,0,3,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46964,5,5,5,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46965,0,0,0,5,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46966,0,0,0,6,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46967,0,0,0,7,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46968,0,0,0,8,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46969,0,0,0,9,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0,3,5,1
46970,3,5,3,0,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46971,3,3,5,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46972,0,0,0,2,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46973,0,0,0,3,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46974,0,0,0,4,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46975,0,0,0,5,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46976,0,0,0,6,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46977,0,0,0,7,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46978,0,0,0,8,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46979,5,3,3,9,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3,0,3,0
46980,0,0,0,0,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
46981,0,0,0,1,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
46982,0,0,0,2,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
46983,3,3,5,3,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
46984,0,0,0,4,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
46985,3,5,3,5,9,0,1,4,4,4,7,7,5,7,0,5,9,0,5,4,4,2,8,0,4,7,8,2,4,3,0,9,1,3
